Date,Time,Sensor_ID,State,Temp,Humidity,timestamp,reading_date,reading_hour,temp_humidity_gap
18-11-08,08:49:28.617069,M16,OFF,33.6,58.9,2018-11-08 08:49:28.617069,2018-11-08,8,25.299999999999997
18-11-08,08:49:29.042069,M18,ON,29.3,54.4,2018-11-08 08:49:29.042069,2018-11-08,8,25.099999999999998
18-11-08,08:49:30.082999,M51,ON,30.8,47.0,2018-11-08 08:49:30.082999,2018-11-08,8,16.2
18-11-08,08:49:30.40012,M15,OFF,32.5,60.9,2018-11-08 08:49:30.400120,2018-11-08,8,28.4
18-11-08,08:49:30.718899,D11,OPEN,31.3,53.6,2018-11-08 08:49:30.718899,2018-11-08,8,22.3
18-11-08,08:49:32.02604,M17,OFF,28.0,62.1,2018-11-08 08:49:32.026040,2018-11-08,8,34.1
18-11-08,08:49:33.275449,M18,OFF,28.8,55.7,2018-11-08 08:49:33.275449,2018-11-08,8,26.900000000000002
18-11-08,08:49:35.624759,D12,CLOSE,34.1,44.3,2018-11-08 08:49:35.624759,2018-11-08,8,10.199999999999996
18-11-08,08:49:36.737159,D11,OPEN,31.3,59.1,2018-11-08 08:49:36.737159,2018-11-08,8,27.8
18-11-08,08:49:38.185519,M22,ON,25.0,63.8,2018-11-08 08:49:38.185519,2018-11-08,8,38.8
18-11-08,08:49:38.7969,D11,CLOSE,30.4,50.9,2018-11-08 08:49:38.796900,2018-11-08,8,20.5
18-11-08,08:49:39.859659,M21,ON,31.3,57.1,2018-11-08 08:49:39.859659,2018-11-08,8,25.8
18-11-08,08:49:40.39158,M18,ON,30.7,46.5,2018-11-08 08:49:40.391580,2018-11-08,8,15.8
18-11-08,08:49:41.416929,M22,OFF,29.7,61.5,2018-11-08 08:49:41.416929,2018-11-08,8,31.8
18-11-08,08:49:42.07273,M17,ON,29.9,48.3,2018-11-08 08:49:42.072730,2018-11-08,8,18.4
18-11-08,08:49:42.3952,M51,OFF,31.2,65.1,2018-11-08 08:49:42.395200,2018-11-08,8,33.89999999999999
18-11-08,08:49:42.897989,M21,OFF,34.3,52.5,2018-11-08 08:49:42.897989,2018-11-08,8,18.200000000000003
18-11-08,08:49:45.248859,M18,OFF,30.9,55.5,2018-11-08 08:49:45.248859,2018-11-08,8,24.6
18-11-08,08:49:45.63383,M18,ON,31.6,60.6,2018-11-08 08:49:45.633830,2018-11-08,8,29.0
18-11-08,08:49:46.411429,M51,ON,30.3,58.3,2018-11-08 08:49:46.411429,2018-11-08,8,27.999999999999996
18-11-08,08:49:48.525609,M17,OFF,31.6,47.7,2018-11-08 08:49:48.525609,2018-11-08,8,16.1
18-11-08,08:49:49.969449,M18,OFF,29.5,64.2,2018-11-08 08:49:49.969449,2018-11-08,8,34.7
18-11-08,08:49:50.763839,M18,ON,31.7,53.9,2018-11-08 08:49:50.763839,2018-11-08,8,22.2
18-11-08,08:49:53.06625,M17,ON,30.1,45.4,2018-11-08 08:49:53.066250,2018-11-08,8,15.299999999999997
18-11-08,08:49:54.015189,M16,ON,26.1,62.5,2018-11-08 08:49:54.015189,2018-11-08,8,36.4
18-11-08,08:49:54.486059,M51,OFF,29.8,49.6,2018-11-08 08:49:54.486059,2018-11-08,8,19.8
18-11-08,08:49:54.808269,M15,ON,29.5,59.8,2018-11-08 08:49:54.808269,2018-11-08,8,30.299999999999997
18-11-08,08:49:55.183739,M17,OFF,28.0,51.3,2018-11-08 08:49:55.183739,2018-11-08,8,23.299999999999997
18-11-08,08:49:55.897239,M08,ON,34.6,63.1,2018-11-08 08:49:55.897239,2018-11-08,8,28.5
18-11-08,08:49:56.80187,M07,ON,30.8,57.3,2018-11-08 08:49:56.801870,2018-11-08,8,26.499999999999996
18-11-08,08:49:57.276449,M16,OFF,31.2,46.7,2018-11-08 08:49:57.276449,2018-11-08,8,15.500000000000004
18-11-08,08:49:57.6126,M06,ON,31.2,61.9,2018-11-08 08:49:57.612600,2018-11-08,8,30.7
18-11-08,08:49:57.93336,M15,OFF,34.2,54.2,2018-11-08 08:49:57.933360,2018-11-08,8,20.0
18-11-08,08:49:58.48619,M07,OFF,28.5,48.5,2018-11-08 08:49:58.486190,2018-11-08,8,20.0
18-11-08,08:49:59.79481,M08,OFF,28.6,65.3,2018-11-08 08:49:59.794810,2018-11-08,8,36.699999999999996
18-11-08,08:50:02.032929,M17,ON,29.8,50.0,2018-11-08 08:50:02.032929,2018-11-08,8,20.2
18-11-08,08:50:05.062139,M18,OFF,33.7,56.4,2018-11-08 08:50:05.062139,2018-11-08,8,22.699999999999996
18-11-08,08:50:05.371459,M06,OFF,31.4,44.8,2018-11-08 08:50:05.371459,2018-11-08,8,13.399999999999999
18-11-08,08:50:07.705689,M06,ON,30.2,60.2,2018-11-08 08:50:07.705689,2018-11-08,8,30.000000000000004
18-11-08,08:50:10.62925,M06,ON,30.7,52.7,2018-11-08 08:50:10.629250,2018-11-08,8,22.000000000000004
18-11-08,08:50:13.04637,M06,OFF,30.9,62.8,2018-11-08 08:50:13.046370,2018-11-08,8,31.9
18-11-08,08:50:16.723079,M11,ON,31.2,58.0,2018-11-08 08:50:16.723079,2018-11-08,8,26.8
18-11-08,08:50:17.14383,M10,ON,34.2,47.4,2018-11-08 08:50:17.143830,2018-11-08,8,13.199999999999996
18-11-08,08:50:17.62543,M18,ON,30.7,55.8,2018-11-08 08:50:17.625430,2018-11-08,8,25.099999999999998
18-11-08,08:50:19.565409,M10,OFF,32.7,64.4,2018-11-08 08:50:19.565409,2018-11-08,8,31.700000000000003
18-11-08,08:50:20.06532,M17,OFF,29.1,49.8,2018-11-08 08:50:20.065320,2018-11-08,8,20.699999999999996
18-11-08,08:50:20.77957,M17,ON,32.7,61.1,2018-11-08 08:50:20.779570,2018-11-08,8,28.4
18-11-08,08:50:21.270669,M11,OFF,34.6,53.1,2018-11-08 08:50:21.270669,2018-11-08,8,18.5
18-11-08,08:50:25.795579,M11,ON,29.4,59.7,2018-11-08 08:50:25.795579,2018-11-08,8,30.300000000000004
18-11-08,08:50:27.349459,M51,ON,29.2,45.1,2018-11-08 08:50:27.349459,2018-11-08,8,15.900000000000002
18-11-08,08:50:29.37472,M17,OFF,31.3,62.6,2018-11-08 08:50:29.374720,2018-11-08,8,31.3
18-11-08,08:50:29.766659,M13,ON,30.5,56.0,2018-11-08 08:50:29.766659,2018-11-08,8,25.5
18-11-08,08:50:30.746979,M14,ON,31.4,50.5,2018-11-08 08:50:30.746979,2018-11-08,8,19.1
18-11-08,08:50:31.79029,M15,ON,29.0,63.3,2018-11-08 08:50:31.790290,2018-11-08,8,34.3
18-11-08,08:50:32.10626,M11,OFF,33.0,48.9,2018-11-08 08:50:32.106260,2018-11-08,8,15.899999999999999
18-11-08,08:50:32.45511,M16,ON,28.5,57.8,2018-11-08 08:50:32.455110,2018-11-08,8,29.299999999999997
18-11-08,08:50:32.66401,M13,OFF,31.3,52.2,2018-11-08 08:50:32.664010,2018-11-08,8,20.900000000000002
18-11-08,08:50:33.296129,M18,OFF,29.3,60.5,2018-11-08 08:50:33.296129,2018-11-08,8,31.2
18-11-08,08:50:33.623859,M14,OFF,32.7,46.1,2018-11-08 08:50:33.623859,2018-11-08,8,13.399999999999999
18-11-08,08:50:33.925679,M17,ON,28.9,64.7,2018-11-08 08:50:33.925679,2018-11-08,8,35.800000000000004
18-11-08,08:50:34.486289,M15,OFF,29.7,55.2,2018-11-08 08:50:34.486289,2018-11-08,8,25.500000000000004
18-11-08,08:50:35.14823,M51,OFF,33.2,51.5,2018-11-08 08:50:35.148230,2018-11-08,8,18.299999999999997
18-11-08,08:50:35.45669,M16,OFF,32.4,59.0,2018-11-08 08:50:35.456690,2018-11-08,8,26.6
18-11-08,08:50:35.91487,M51,ON,33.0,63.5,2018-11-08 08:50:35.914870,2018-11-08,8,30.5
18-11-08,08:50:39.065759,M17,OFF,34.0,49.2,2018-11-08 08:50:39.065759,2018-11-08,8,15.200000000000003
18-11-08,08:50:41.260839,D11,OPEN,30.2,57.0,2018-11-08 08:50:41.260839,2018-11-08,8,26.8
18-11-08,08:50:45.606699,M17,ON,27.3,45.9,2018-11-08 08:50:45.606699,2018-11-08,8,18.599999999999998
18-11-08,08:50:46.515419,M18,ON,30.5,61.7,2018-11-08 08:50:46.515419,2018-11-08,8,31.200000000000003
18-11-08,08:50:46.98867,M19,ON,31.2,54.5,2018-11-08 08:50:46.988670,2018-11-08,8,23.3
18-11-08,08:50:48.343039,M21,ON,29.0,47.8,2018-11-08 08:50:48.343039,2018-11-08,8,18.799999999999997
18-11-08,08:50:48.837389,D11,CLOSE,28.6,62.0,2018-11-08 08:50:48.837389,2018-11-08,8,33.4
18-11-08,08:50:49.170419,M17,OFF,31.8,58.6,2018-11-08 08:50:49.170419,2018-11-08,8,26.8
18-11-08,08:50:49.483659,M22,ON,37.0,50.7,2018-11-08 08:50:49.483659,2018-11-08,8,13.700000000000003
18-11-08,08:50:50.07602,M18,OFF,26.7,64.0,2018-11-08 08:50:50.076020,2018-11-08,8,37.3
18-11-08,08:50:51.014349,D12,OPEN,30.8,53.8,2018-11-08 08:50:51.014349,2018-11-08,8,22.999999999999996
18-11-08,08:50:51.644979,M21,OFF,31.5,46.2,2018-11-08 08:50:51.644979,2018-11-08,8,14.700000000000003
18-11-08,08:50:52.77952,M22,OFF,30.3,60.3,2018-11-08 08:50:52.779520,2018-11-08,8,29.999999999999996
18-11-08,08:50:53.33238,M23,ON,28.5,55.4,2018-11-08 08:50:53.332380,2018-11-08,8,26.9
18-11-08,08:50:55.14945,M23,OFF,29.4,48.6,2018-11-08 08:50:55.149450,2018-11-08,8,19.200000000000003
18-11-08,08:50:55.935169,D12,CLOSE,29.6,63.7,2018-11-08 08:50:55.935169,2018-11-08,8,34.1
18-11-08,08:50:57.73403,M18,ON,33.7,52.4,2018-11-08 08:50:57.734030,2018-11-08,8,18.699999999999996
18-11-08,08:50:58.805429,M17,ON,31.2,59.2,2018-11-08 08:50:58.805429,2018-11-08,8,28.000000000000004
18-11-08,08:51:00.545109,M16,ON,29.6,45.0,2018-11-08 08:51:00.545109,2018-11-08,8,15.399999999999999
18-11-08,08:51:01.40527,M15,ON,33.7,61.2,2018-11-08 08:51:01.405270,2018-11-08,8,27.5
18-11-08,08:51:01.711509,M18,OFF,31.9,56.6,2018-11-08 08:51:01.711509,2018-11-08,8,24.700000000000003
18-11-08,08:51:02.363159,M51,OFF,30.8,50.2,2018-11-08 08:51:02.363159,2018-11-08,8,19.400000000000002
18-11-08,08:51:02.68864,M17,OFF,32.3,62.4,2018-11-08 08:51:02.688640,2018-11-08,8,30.1
18-11-08,08:51:04.165509,M15,OFF,32.8,49.0,2018-11-08 08:51:04.165509,2018-11-08,8,16.200000000000003
18-11-08,08:51:04.78694,M16,OFF,30.7,58.2,2018-11-08 08:51:04.786940,2018-11-08,8,27.500000000000004
18-11-08,08:51:05.53462,M14,OFF,31.4,53.5,2018-11-08 08:51:05.534620,2018-11-08,8,22.1
18-11-08,08:51:05.98508,M14,ON,29.4,64.8,2018-11-08 08:51:05.985080,2018-11-08,8,35.4
18-11-08,08:51:07.76605,M14,OFF,30.7,46.9,2018-11-08 08:51:07.766050,2018-11-08,8,16.2
18-11-08,08:51:08.086359,M13,ON,30.0,60.0,2018-11-08 08:51:08.086359,2018-11-08,8,30.0
18-11-08,08:51:09.25775,M14,ON,32.6,55.0,2018-11-08 08:51:09.257750,2018-11-08,8,22.4
18-11-08,08:51:11.3863,M09,ON,32.5,47.3,2018-11-08 08:51:11.386300,2018-11-08,8,14.799999999999997
18-11-08,08:51:12.196049,M13,OFF,32.8,62.2,2018-11-08 08:51:12.196049,2018-11-08,8,29.400000000000006
18-11-08,08:51:17.443609,M09,ON,29.4,51.8,2018-11-08 08:51:17.443609,2018-11-08,8,22.4
18-11-08,08:51:19.051419,M09,OFF,33.9,59.5,2018-11-08 08:51:19.051419,2018-11-08,8,25.6
18-11-08,08:51:20.98532,M14,OFF,32.5,44.7,2018-11-08 08:51:20.985320,2018-11-08,8,12.200000000000003
18-11-08,08:51:21.634929,M14,ON,26.0,63.0,2018-11-08 08:51:21.634929,2018-11-08,8,37.0
18-11-08,08:51:22.0151,M13,ON,31.9,56.7,2018-11-08 08:51:22.015100,2018-11-08,8,24.800000000000004
18-11-08,08:51:25.08588,M13,OFF,30.7,48.4,2018-11-08 08:51:25.085880,2018-11-08,8,17.7
18-11-08,08:51:25.397229,M14,OFF,30.7,61.6,2018-11-08 08:51:25.397229,2018-11-08,8,30.900000000000002
18-11-08,08:51:25.625999,M13,ON,33.0,54.3,2018-11-08 08:51:25.625999,2018-11-08,8,21.299999999999997
18-11-08,08:51:26.47458,M13,OFF,31.2,50.3,2018-11-08 08:51:26.474580,2018-11-08,8,19.099999999999998
18-11-08,08:51:35.79495,M14,ON,27.9,64.3,2018-11-08 08:51:35.794950,2018-11-08,8,36.4
18-11-08,08:51:37.06448,M14,OFF,31.8,57.4,2018-11-08 08:51:37.064480,2018-11-08,8,25.599999999999998
18-11-08,08:51:37.370229,M14,ON,31.6,45.5,2018-11-08 08:51:37.370229,2018-11-08,8,13.899999999999999
18-11-08,08:51:44.75288,M14,OFF,30.1,60.7,2018-11-08 08:51:44.752880,2018-11-08,8,30.6
18-11-08,08:51:47.55533,M14,OFF,28.8,49.7,2018-11-08 08:51:47.555330,2018-11-08,8,20.900000000000002
18-11-08,08:51:49.367389,M14,ON,32.7,58.8,2018-11-08 08:51:49.367389,2018-11-08,8,26.099999999999994
18-11-08,08:51:50.525429,M14,OFF,30.3,52.9,2018-11-08 08:51:50.525429,2018-11-08,8,22.599999999999998
18-11-08,08:51:51.025249,M14,ON,27.1,63.2,2018-11-08 08:51:51.025249,2018-11-08,8,36.1
18-11-08,08:51:53.9286,M14,ON,31.8,46.6,2018-11-08 08:51:53.928600,2018-11-08,8,14.8
18-11-08,08:51:55.88575,M14,OFF,34.9,55.6,2018-11-08 08:51:55.885750,2018-11-08,8,20.700000000000003
18-11-08,08:51:57.485189,M14,ON,33.5,61.4,2018-11-08 08:51:57.485189,2018-11-08,8,27.9
18-11-08,08:52:05.455879,M14,ON,29.2,47.1,2018-11-08 08:52:05.455879,2018-11-08,8,17.900000000000002
18-11-08,08:52:10.181529,M14,OFF,28.0,59.4,2018-11-08 08:52:10.181529,2018-11-08,8,31.4
18-11-08,08:52:14.813709,M14,OFF,29.4,53.2,2018-11-08 08:52:14.813709,2018-11-08,8,23.800000000000004
18-11-08,08:52:15.158639,M14,ON,28.7,62.7,2018-11-08 08:52:15.158639,2018-11-08,8,34.0
18-11-08,08:52:16.76535,M14,OFF,33.5,50.1,2018-11-08 08:52:16.765350,2018-11-08,8,16.6
18-11-08,08:52:29.72087,M14,ON,28.6,56.3,2018-11-08 08:52:29.720870,2018-11-08,8,27.699999999999996
18-11-08,08:52:33.614079,M14,ON,30.2,45.7,2018-11-08 08:52:33.614079,2018-11-08,8,15.500000000000004
18-11-08,08:52:36.05145,M14,OFF,33.5,64.5,2018-11-08 08:52:36.051450,2018-11-08,8,31.0
18-11-08,08:52:37.515229,M14,ON,30.1,57.6,2018-11-08 08:52:37.515229,2018-11-08,8,27.5
18-11-08,08:52:44.31534,M14,ON,31.0,49.5,2018-11-08 08:52:44.315340,2018-11-08,8,18.5
18-11-08,08:52:48.23563,M14,OFF,30.8,60.8,2018-11-08 08:52:48.235630,2018-11-08,8,29.999999999999996
18-11-08,08:52:48.76515,M14,ON,32.5,52.6,2018-11-08 08:52:48.765150,2018-11-08,8,20.1
18-11-08,08:52:59.36224,M14,ON,34.1,48.0,2018-11-08 08:52:59.362240,2018-11-08,8,13.899999999999999
18-11-08,08:53:01.727989,M14,OFF,27.7,63.9,2018-11-08 08:53:01.727989,2018-11-08,8,36.2
18-11-08,08:53:08.98529,M14,ON,32.9,54.1,2018-11-08 08:53:08.985290,2018-11-08,8,21.200000000000003
18-11-08,08:53:10.907959,M14,OFF,29.8,46.4,2018-11-08 08:53:10.907959,2018-11-08,8,16.599999999999998
18-11-08,08:53:15.455349,M14,ON,29.1,61.0,2018-11-08 08:53:15.455349,2018-11-08,8,31.9
18-11-08,08:53:21.498769,M14,OFF,32.2,58.4,2018-11-08 08:53:21.498769,2018-11-08,8,26.199999999999996
